This group include: "160748" "160910" "160725" "161002" "160837" "160846" "160737" "160424" "160429" "140834" "161011" "141205" "140847" "160930" "140855" "160409" "140839" "160431" "141128" "140907" "141007" "160423" "160753" "161007" "141013" "160916" "160802" "160634" "141129" "160746" "160636" "140828" "140854" "140841" "160730" "141006" "160617" "160418" "140848" "140830" "160608" "140853" "160819" "160728" "140903" "160818" "160822" "160626" "160804" "140927" "160419" "160923" "141127" "160830" "160915" "140918" "160832" "140911" "160739" "160813" "160908" "140926" "160729" "161013" "160814" "161039" "140904" "140928" "141002" "141003" 
n = 1
"4","Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"

n = 7
"4","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"
"4","Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"
"4","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE"
"4","Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"

n = 8
"4","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"
"4","Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"4","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE"

n = 9
"4","Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
"4","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE"

n = 10
"4","Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE, Visual inspection-LLE, Palpation-LLE, Palpation-RLE, Visual inspection-RLE"
